KnessetNum,Year,Month,Day,Diplomacy_score,Ecologics_score,Economics_score,Education_score,Health_score,Security_score,CommitteeSessionID,Number,Topics,CommitteeID
18,2012,03,06,0,0,1,0,152,1,431042,155,פניות ציבור לגבי תשלום בחניוני בתי החולים עבור מבקרים מקרבה ראשונה של חולים שמאושפזים תקופה ממושכת- בחינת יישום הנוהל בבתי חולים בארץ. ,668
18,2012,01,09,0,0,9,2,0,0,426859,137,פניות ציבור בנושא דרוג התשלום במעונות יום משפחתונים וצהרונים- ישיבת מעקב לישיבה שהתקיימה בנושא ב- 25.9.2011,668
18,2010,12,22,0,0,3,6,60,5,403378,79,פניות ציבור לגבי התנהלות משרד הרישוי בנושאים הבאים:1. ביטול תווי חניה לילדים נכים.2. מתן תווי חניה לנכים בוגרים שמוגבלים בניידות.,668
18,2011,01,25,0,0,0,3,97,1,405386,85,פניות ציבור בנושא האפליה במתן טיפולי שיניים לאוכלוסיית המוגבלים בקהילה,668
18,2011,06,22,0,0,0,1,0,4,413644,111,פניות ציבור לגבי השירות הניתן על ידי משטרת ישראל לנהגים שרכבם מורד מהכביש בשל ליקויי בטיחות. ,668
18,2009,12,22,0,0,179,7,0,2,332949,37,פניות ציבור בנוגע למידת אכיפת חוקי הגנת הפרטיות על ידי תאגידי הבנקים ואחרים,668
18,2011,03,29,0,0,0,0,0,3,409940,377,חוק בתי דין דתיים (יחידות סיוע) התשע"א-2011 ; הצעת חוק בתי דין דתיים (יחידות סיוע) התשס"ט-2009 ,657
18,2011,02,14,0,0,6,7,3,4,406785,340,התאבדותו של שופט בשל עומס העבודה,657
18,2011,03,29,0,0,1,2,85,16,407659,376,הצעת חוק הגנה על הציבור מפני עברייני מין (תיקון - שיקום מניעתי) התש"ע-2009 ; חוק הגנה על הציבור מפני עברייני מין (תיקון מס' 3) התשע"א-2011 ; הצעת חוק המלחמה בפדופיליה התש"ע-2010,657
18,2011,03,29,0,0,5,3,1,4,407660,378,חוק המרכז לגביית קנסות אגרות והוצאות (תיקון מס' 14) התשע"ב-2012,657
18,2011,02,28,1,0,0,1,0,2,407282,351,חוק למניעת פגיעה במדינת ישראל באמצעות חרם התשע"א-2011,657
18,2011,03,07,0,0,0,1,1,20,407640,357,חוק העונשין (תיקון מס' 111) התשע"א-2011,657
18,2011,02,13,0,3,7,1,0,113,406105,338,תקנות חובת המכרזים (התקשרויות מערכת הבטחון) (הוראת שעה) התש"ע-2010 - מעקב,657
18,2011,03,30,0,0,0,0,0,0,407661,380,חוק הבחירות (דרכי תעמולה) (תיקון מס' 29) התשע"א-2011,657
18,2011,02,24,4,0,0,9,1,4,406622,349,הצעה לסדר היום בנושא: "השפה הרשמית של מדינת ישראל" ; הצעת חוק השפה התשס"ט-2009,657
18,2011,03,27,0,0,1,4,0,18,407656,373,בחירת נציגי הוועדה לוועדת הכנסת המשותפת על פי חוק הכללת אמצעי זיהוי ביומטריים ונתוני זיהוי ביומטריים במסמכי זיהוי ובמאגר מידע התש"ע-2009 ; הצעת חוק סדר הדין הפלילי (תיקון מס' 66) (ייעול ההליכים הפליליים) התש"ע-2010,657
18,2011,02,21,0,0,12,11,1,20,405555,345,תקנות הסמים המסוכנים (דרכי הנהלת הקרן לטיפול בנכסים שחולטו) (תיקון) התש"ע - 2010 ; הצעת חוק לייעול האכיפה ולשמירה על ביטחון הציבור (חילוט וסמכויות פיקוח) (תיקוני חקיקה) התשע"א-2011,657
18,2011,03,06,0,0,3,0,0,1,407638,356,תקנות חובת המכרזים (תיקון) התשע"א-2010 - שיקום נזקי השריפה בכרמל,657
18,2011,03,08,1,0,0,0,5,18,407641,358,חוק סדר הדין הפלילי (סמכויות אכיפה - חיפוש בגוף ונטילת אמצעי זיהוי) (תיקון מס' 3) התשע"א-2011,657
18,2011,03,15,0,0,0,6,2,7,407647,363,הצעת חוק לתיקון פקודת התעבורה (תיקון - מאסר מינימום למי שהפקיר אדם שנפגע בתאונה) התשס"ט-2009 ; הצעת חוק לתיקון פקודת התעבורה (מאסר מינימום בשל הפקרת אדם שנפגע בתאונה ואיסור עריכת הסדר טיעון עם הנאשם בעבירה) התשע"א -2010 ; חוק לתיקון פקודת התעבורה (מס' 101) התשע"ב-2011,657
18,2011,03,16,1,0,6,1,0,6,407650,367,חוק מקרקעי ישראל (תיקון מס' 3) התשע"א-2011,657
18,2011,03,22,1,0,0,3,22,30,407651,369,חוק סדר הדין הפלילי (סמכויות אכיפה - חיפוש בגוף ונטילת אמצעי זיהוי) (תיקון מס' 3) התשע"א-2011,657
18,2011,03,22,0,1,0,0,2,3,407652,370,צו חופש המידע (חברה ממשלתית וחברה-בת ממשלתית שאינה רשות ציבורית)(תיקון) התש"ע-2009,657
18,2011,03,28,0,0,0,2,0,22,407658,375,חוק הגנת הפרטיות (תיקון מס' 11) התשע"א-2011,657
18,2011,07,11,0,0,65,13,3,12,413879,428,חוק החברות (תיקון מס' 17) התשע"א-2011,657
18,2011,07,18,0,0,16,6,1,2,413878,431,תקנות הסניגוריה הציבורית (חובת תשלום של זכאים לייצוג) (הוראת שעה) התש"ע- 2010,657
18,2011,07,12,0,0,2,4,0,0,413880,429,תקנות שמאי מקרקעין (תיקון) התשע"א-2011 ; תקנות הירושה (אגרות בתי הדין הדתיים) (תיקון) התשע"א-2011 ; תקנות הירושה (אגרות הרשם לענייני ירושה) (תיקון) התשע"א-2011 ; תקנות המפלגות (אגרות) (תיקון) התשע"א-2011,657
18,2011,06,29,0,7,0,0,1,2,413873,420,צו המועצות המקומיות (עבירות קנס) (תיקון מס'   ) התשע"א-2011 - מועצה מקומית שוהם ; צו סדר הדין הפלילי (ברירת משפט - חוקי עזר לאור יהודה) התשע"א-2011 ; צו העיריות (עבירות קנס) (תיקון מס'  ) התשע"א-2011 - עיריית אלעד ,657
18,2011,07,05,0,0,3,4,6,5,413874,424,חוק העונשין (תיקון מס' 113) התשע"ב-2012,657
18,2011,05,23,0,0,1,18,16,9,410974,391,חוק בתי המשפט (תיקון מס' 62) התשע"א-2011 ; חוק הגנה על הציבור מפני עברייני מין (תיקון מס' 3) התשע"א-2011,657
18,2011,05,24,0,0,0,0,8,13,410975,392,חוק למניעת העסקה של עברייני מין במוסדות מסוימים (תיקון מס' 7) התשע"א-2011,657
18,2011,05,24,0,0,0,0,0,3,410976,393,תקנות בתי המשפט (אגרות) (תיקון) התשע"א-2010,657
18,2011,05,25,0,0,14,5,0,1,410977,394,חוק המרכז לגביית קנסות אגרות והוצאות (תיקון מס' 13) התשע"ב-2011,657
18,2011,08,15,0,0,0,0,0,0,420641,446,תיקון טעות בחוק הנוער (טיפול והשגחה) (תיקון מס' 20) התשע"א-2011,657
18,2011,11,07,0,0,2,7,0,11,423236,465,הצעת חוק סדר הדין הפלילי (סמכויות אכיפה - מעצרים) (תיקון מס' 7) (חזקת המלטות מן הדין וחזקת מסוכנות) התש"ע-2009,657
18,2012,01,16,3,0,2,11,1,14,427753,530,הצעת חוק סדר הדין הפלילי (תיקון מס' 65) (הסדר טיעון) התש"ע-2010 ; חוק סדר הדין הפלילי (תיקון מס' 66) התשע"ב-2012,657
18,2012,01,17,26,0,1,8,3,70,427755,532,הצעת חוק הפטנטים (תיקון מס' 10) התשע"א-2010,657
18,2012,01,17,0,0,0,0,0,1,427756,533,צו בתי המשפט (שינוי התוספת השלישית לחוק) התשע"א-2011,657
18,2011,11,23,0,0,1,1,0,3,424795,479,חוק בתי המשפט (תיקון מס' 67) התשע"ב-2012,657
18,2011,12,05,0,0,4,1,0,2,425357,490,חוק ההוצאה לפועל (תיקון מס' 36) התשע"ב-2012,657
18,2011,12,06,0,0,0,0,0,1,425358,491,יום זכויות האדם בכנסת,657
18,2011,12,06,0,0,26,4,26,5,425361,492,דיון בנושא "פיתוח חלופות לאפוטרופסות" לקראת היום הבינלאומי לזכויות אדם של אנשים עם מוגבלויות,657
18,2012,02,01,0,0,0,1,0,0,429892,547,חוק בתי דין רבניים (קיום פסקי דין של גירושין) (תיקון מס' 7) התשע"ב-2012,657
18,2012,03,14,0,0,0,0,0,3,431983,587,הצעת חוק נציב תלונות הציבור על שופטים (תיקון מס' 2) התשע"א-2011,657
18,2012,03,19,0,0,0,1,0,0,431984,589,הצעת חוק המפלגות (תיקון - איסור חברות ביותר ממפלגה אחת) התשס"ט-2009 ; הצעת חוק המפלגות (תיקון - איסור חברות ביותר ממפלגה אחת) התש"ע-2010 ; הצעת חוק המפלגות (תיקון - התפקדות לחברות ביותר ממפלגה אחת) התשע"א-2011,657
18,2012,03,19,1,0,10,10,0,0,431987,591,חוק בתי המשפט (תיקון מס' 75) התשע"ד-2014,657
18,2011,09,27,2,1,0,5,3,23,421115,454,הגנה על הציבור מפני עברייני מין קטינים - הערכות לתיקונים בחוק הנוער,657
18,2011,11,14,0,2,2,0,96,6,422175,470,חוק שחרור על-תנאי ממאסר (תיקון מס' 12) התשע"ב-2012,657
18,2012,02,22,0,0,4,3,0,0,429952,567,תקנות פינוי ובינוי (פיצויים)(מינוי שמאי פינוי ובינוי וסדרי דין בבקשות שיוגשו לשמאי פינוי ובינוי) התשע"א-2011 ; תקנות שמאי המקרקעין (אגרות) התשע"א-2011 ; תיקון טעות בחוק בתי המשפט (תיקון מס' 69) התשע"ב-2012,657
18,2011,11,20,4,0,11,6,0,3,423894,474,חוק ההוצאה לפועל (תיקון מס' 36) התשע"ב-2012,657
18,2011,06,28,0,0,0,15,2,19,411038,419,החלת רציפות על הצעת חוק הנוער (שפיטה ענישה ודרכי טיפול) (תיקון מס' 15) (הליך חלופי) התשס"ח-2008,657
18,2011,07,04,0,0,1,6,35,41,413870,422,חוק הגנה על הציבור מפני עברייני מין (תיקון מס' 3) התשע"א-2011,657
18,2011,07,04,0,0,0,1,0,42,413872,423,תקנות חובת המכרזים (העדפת תוצרת הארץ) (הוראת שעה) התשע"א-2011,657
18,2012,01,05,0,0,0,3,0,46,427748,523,אכיפת חוק שוויונית ביהודה ושומרון ; אכיפת החוק ביו"ש ; אכיפת החוק ביו"ש,657
18,2012,01,10,0,0,0,1,47,12,428361,528,החזקת חלקי גופות במשך שנים על ידי המכון הפתולוגי ; החזקת חלקי גופות במשך שנים על ידי המכון הפתולוגי ;  החזקת חלקי גופות במשך שנים על ידי המכון הפתולוגי,657
18,2012,02,21,0,0,0,0,0,0,429948,565,הצעת חוק לשכת עורכי הדין (תיקון מס' 35) (בחירות למוסדות הלשכה) התש"ע-2010,657
18,2012,02,26,0,0,0,3,0,0,431567,569,חוק ההוצאה לפועל (תיקון מס' 38) התשע"ב-2012,657
18,2012,02,27,0,0,0,2,0,0,431568,571,הצעת חוק הרבנות הראשית לישראל (תיקון מס' 5) (הצגת מועמדות לכהונה נוספת של רב ראשי לישראל) התשע"ב-2012,657
18,2011,07,21,0,0,0,24,31,37,415163,434,חוק הגנה על הציבור מפני עברייני מין (תיקון מס' 3) התשע"א-2011,657
18,2011,05,17,0,0,0,0,0,3,410970,386,הצעת חוק לתיקון פקודת מניעת טרור (חילוט רכוש אדם שביצע מעשה טרור) התשס"ט-2009,657
18,2011,07,24,1,0,25,0,0,10,413889,435,צו לשכת עורכי הדין (בטוחות לעניין עורך דין זר) התשע"א - 2011,657
18,2011,07,27,0,0,13,1,0,10,413890,439,חוק ההוצאה לפועל (תיקון מס' 34) התשע"א-2011,657
18,2011,07,25,0,0,1,16,14,33,413891,436,חוק הגנה על הציבור מפני עברייני מין (תיקון מס' 3) התשע"א-2011,657
18,2011,07,26,0,0,0,3,0,15,413892,437,חוק בתי המשפט (תיקון מס' 69) התשע"ב-2012 ; הצעת חוק בתי המשפט (תיקון - הגבלת תוקפם של צווי איסור פרסום) התש"ע-2010 ,657
18,2011,07,26,0,0,0,5,2,41,413893,438,הצעת חוק סדר הדין הפלילי (תיקון מס' 66) (ייעול ההליכים הפליליים) התש"ע-2010,657
18,2012,01,25,0,0,13,4,0,3,427993,541,חוק המרכז לגביית קנסות אגרות והוצאות (תיקון מס' 14) התשע"ב-2012,657
18,2012,02,26,6,0,0,1,32,2,429953,568,חוק הפטנטים (תיקון מס' 10) התשע"ב-2012,657
18,2012,02,20,0,0,0,2,0,0,431565,563,חוק בתי דין רבניים (קיום פסקי דין של גירושין) (תיקון מס' 7) התשע"ב-2012,657
18,2011,06,05,0,0,28,3,0,8,410983,400,צו לשכת עורכי הדין (בטוחות לעניין עורך דין זר) התשע"א - 2011,657
18,2011,10,10,0,2,0,0,0,0,422033,459,צו סדר הדין הפלילי (עבירות קנס - שמירת הנקיון) (תיקון) התשע"א - 2011,657
18,2012,02,01,0,0,1,2,0,1,429894,548,חוק חובת המכרזים (תיקון מס' 21) התשע"ב-2012,657
18,2012,02,05,0,0,0,4,2,4,429897,549,תקנות ההוצאה לפועל (אגרה מיוחדת) (תיקון) התשע''א-2011,657
18,2011,05,17,0,0,0,3,7,21,410971,387,חוק הגנה על הציבור מפני עברייני מין (תיקון מס' 3) התשע"א-2011,657
18,2011,05,18,0,0,3,0,0,0,410972,388,חוק בתי המשפט (תיקון מס' 62) התשע"א-2011,657
18,2011,05,22,0,0,5,0,0,4,410973,389,הצעת חוק שירות המדינה (מינויים) (תיקון מס' 16) (העדפת מי שסיים שירות סדיר) התשע"א-2011,657
18,2011,11,09,0,0,0,0,1,9,422169,468,צו העיריות (עבירות קנס) (תיקון) התשע"א-2011 עיריית ירושלים  ; צו העיריות (עבירות קנס) (תיקון) התשע"א - 2011 - אור יהודה  ; צו המועצות המקומיות (עבירות קנס) (תיקון) התשע"א - 2011- אור יהודה ; צו סדר הדין הפלילי (ברירת משפט - חוקי עזר לאור יהודה) התשע"א-2011 ; צו סדר הדין הפלילי (ברירת משפט - חוקי עזר לכפר סבא) התשע"א-2011,657
18,2011,11,09,0,0,0,0,0,0,422170,469,צו סדר הדין הפלילי (ברירת משפט - חוקי עזר לאלעד) התשע"א-2011 ; צו המועצות המקומיות (עבירות קנס) (תיקון מס' ) התשע"א-2011 - מועצה איזורית בני שמעון ; צו סדר הדין הפלילי (ברירת משפט - חוקי עזר לדימונה) התשע"ב-2011,657
18,2011,12,21,0,0,0,0,0,0,427220,509,תקנות בתי המשפט (אגרות) (תיקון) התשע"ב-2011,657
18,2012,01,18,0,0,0,6,4,0,427757,534,הצעת חוק נציב תלונות הציבור על שופטים (תיקון מס' 2) התשע"א-2011,657
18,2012,01,08,0,0,16,6,2,9,427992,524,תקנות מרשם האוכלוסין (רישומים בתעודת זהות) (תיקון) התשע"ב-2011 ; תקנות מרשם האוכלוסין (תקופת תוקפן ופקיעת תוקפן של תעודות זהות) התשע"ב-2011 ; תקנות מרשם אוכלוסין (תעודה אלקטרונית לאימות) התשע"ב-2011,657
18,2012,01,16,0,0,1,2,0,0,428900,531,חוק המזונות (הבטחת תשלום) (תיקון מס' 8) התשע"ב-2012,657
18,2011,06,05,0,0,1,4,0,11,411017,401,מעקב אחר יישום חוק סדר הדין הפלילי (סמכויות אכיפה - נתוני תקשורת) התשס"ח-2007,657
18,2011,06,22,0,0,0,1,0,1,411028,413,חוק הירושה (תיקון מס' 13) התשע"ב-2012,657
18,2011,07,10,4,0,2,5,17,32,413876,427,חוק הגנה על הציבור מפני עברייני מין (תיקון מס' 3) התשע"א-2011,657
18,2011,07,19,0,0,13,1,0,4,413881,432,תקנות המאבק בארגוני פשיעה (דרכי ניהול רכוש שחולט ומימושו) התשע"א-2011,657
18,2011,07,13,0,0,0,0,0,0,413882,430,חוק הבחירות (דרכי תעמולה) (תיקון מס' 29) התשע"א-2011,657
18,2011,12,07,10,0,0,1,27,9,425362,493,חוק הפטנטים (תיקון מס' 10) התשע"ב-2012,657
18,2011,12,25,0,0,1,5,0,0,425368,511,תקנות חובת המכרזים (תיקון) (תיקון) התשע"ב-2011,657
18,2011,12,21,0,0,2,2,2,1,425370,508,תקנות סדר הדין הפלילי (חיקוקים לענין סעיפים 239 ו- 240) (תיקון) התשע"ב-2011 ; צו העבירות המינהליות (שינוי התוספת לחוק) התשע"א-2011 ; תקנות העבירות המינהליות (קנס מינהלי - תכנון משק החלב בישראל) (תיקון) התשע"א-2011,657
18,2011,12,20,0,0,0,2,0,0,425372,506,חוק להרחבת הייצוג ההולם של בני העדה הדרוזית בשירות הציבורי (תיקוני חקיקה) התשע"ב-2012,657
18,2011,12,13,0,0,0,0,0,4,425373,498,תקנות המרשם הפלילי ותקנת השבים (פרטי רישום שלא יירשמו או שלא יימסר מידע עליהם ועבירות שהרשעה בהן לא תפסיק את תקופות ההתיישנות או המחיקה) (תיקון) התשע"א-2011,657
18,2011,12,19,0,0,0,2,0,3,425374,505,חוק זכויות נפגעי עבירה (תיקון מס' 7) התשע"ב-2011,657
18,2011,12,13,0,0,2,0,0,0,425375,499,תקנות החברות (הוראות לעניין מינוי עובד של חברה לתועלת הציבור שהיא מוסד להשכלה גבוהה לדירקטוריון החברה) התשע"א-2011 ; תקנות העמותות (הוראות לעניין מינוי עובד של עמותה שהיא מוסד להשכלה גבוהה לוועד העמותה) התשע"א-2011,657
18,2011,12,14,0,0,0,0,1,1,425376,501,הצעת חוק שחרור על תנאי ממאסר (תיקון - שחרור אסירים שפעלו על רקע לאומני) התש"ע-2010 ; חוק שחרור על-תנאי ממאסר (תיקון מס' 11) התשע"ב-2012,657
18,2011,12,28,1,0,5,15,0,9,425380,513,תקנות מרשם האוכלוסין (רישומים בתעודת זהות) (תיקון) התשע"ב-2011 ; תקנות מרשם האוכלוסין (תקופת תוקפן ופקיעת תוקפן של תעודות זהות) התשע"ב-2011,657
18,2011,12,20,0,0,3,3,2,16,425381,507,חוק איסור עיקול דמי ליווי לעיוור ותגמולים אחרים (תיקוני חקיקה) התשע"ב-2012,657
18,2012,04,03,0,0,0,0,0,6,433542,596,חוק שחרור על-תנאי ממאסר (תיקון מס' 13) התשע"ב-2012,657
18,2011,11,28,0,0,0,6,1,24,422179,481,הצעת חוק סדר הדין הפלילי (תיקון מס' 66) (ייעול ההליכים הפליליים) התש"ע-2010,657
18,2011,11,27,0,0,0,0,1,9,422180,480,תקנות סדר הדין הפלילי (סמכויות אכיפה - חיפוש בגוף ונטילת אמצעי זיהוי) (המאגר ואבטחתו עיון בו מחיקה ביעור והפקה חוזרת) (תיקון) התשע"א-2011,657
18,2011,08,07,0,0,66,0,1,8,419941,443,חוק המרכז לגביית קנסות אגרות והוצאות (תיקון מס' 13) התשע"ב-2011,657
18,2011,08,10,0,2,129,3,0,6,419943,444,חוק ההוצאה לפועל (תיקון מס' 35) התשע"ב-2011,657
18,2009,06,23,0,41,2,1,0,1,325911,28,צו סדר הדין הפלילי (עבירות קנס - זיהום אוויר מכלי רכב בדרך) (תיקון) התשס"ט-2009,657
18,2009,06,23,0,0,0,0,0,0,325913,29,צו סדר הדין הפלילי (ברירת משפט - חוקי עזר לקרית אונו) התשס"ט-2008,657
18,2009,06,24,0,0,0,1,0,0,326422,31,תקנות חובת המכרזים (הוראת שעה) התשס"ט-2009,657
18,2009,05,13,0,0,0,0,3,16,322966,2,מעקב אחר יישום חוק זכויות נפגעי עבירה התשס"א - 2001,657
18,2009,06,01,0,0,0,5,0,8,324438,11,הצעת ועדת החוקה חוק ומשפט להאריך את תקופת תוקפה של הוראת השעה לפי חוק סדר הדין הפלילי (תיקון מספר 33 והוראת שעה) (תיקון מס' 3) התשס"ה-2005,657
18,2009,06,03,0,0,1,6,1,8,324443,13,חוק העונשין (תיקון מס' 102) התש"ע-2009,657
18,2009,06,08,0,0,0,5,0,36,324538,14,שמירת עקרונות הדמוקרטיה ושלטון החוק בכל הקשור לפינוי אפשרי של מאחזים,657
18,2009,05,18,0,0,7,2,0,1,323466,3,מימון חוות דעת רפואיות לפי תקנות פיצויים לנפגעי תאונות דרכים (מומחים) תשמ"ז-1986,657
18,2009,05,20,0,0,2,7,1,2,323467,5,צו בתי המשפט (סוגי החלטות שלא תינתן בהן רשות ערעור) התשס"ט-2008,657
18,2009,05,27,3,0,6,7,7,0,323899,10,קליטת אקדמאיים ערביים בשירות המדינה,657
18,2009,05,25,3,0,4,1,1,0,323974,6,צו עזרה משפטית בין מדינות (תיקון התוספת השניה לחוק) התשס"ט-2009,657
18,2009,05,26,0,1,6,10,0,0,323976,8,תקנות אימוץ ילדים (כללים למתן הנחה למבקש באימוץ בין ארצי) התשס"ט -2009,657
18,2009,05,19,0,0,2,0,0,29,323593,4,צו שירותי שמירה (סוגי שמירה הטעונים רשיון) (תיקון) התשס"ט-2008 ; צו הנזיקין (שינוי התוספת לפקודה) התשס"ח-2008,657
18,2009,06,02,0,0,0,1,0,0,324441,12,משבר תקנים קשה בבתי הדין השרעים בישראל ; בחירת נציגים לוועדה המשותפת לוועדת החוקה חוק ומשפט ולוועדת הכספים לעניין תקציב החברה לאיתור ולהשבת נכסים של נספי השואה  ; בחירת נציגים לוועדה המשותפת לוועדת החוץ והבטחון ולוועדת החוקה חוק ומשפט לעניין הכרזה על שעת חרום  ; בחירת נציגים לוועדה המשותפת לוועדת הכנסת ולוועדת  החוקה חוק ומשפט לדיון בהצעת חוק סדרי השלטון והמשפט (ביטול החלת המשפט השיפוט והמינהל) (עריכת משאל עם) ,657
18,2009,05,25,0,0,0,1,0,3,324055,7,חוק שיפוט בענייני תעבורה (תשריר - הוראת שעה) התשס"ט-2009,657
18,2009,06,09,0,0,1,2,9,2,324893,16,תכניות לייעול מערכת בתי המשפט בהשתתפות מנהל בתי המשפט השופט משה גל,657
18,2009,05,26,0,0,76,5,7,1,323903,9,מעקב אחר יישום חוק נכסים של נספי השואה (השבה ליורשים והקדשה למטרות סיוע והנצחה) תשס"ו-2005  ,657
18,2009,06,10,0,0,0,0,0,0,324912,19,תקנות העבירות המינהליות (קנס מינהלי - תכנון משק החלב בישראל) התשס"ט-2009 ; צו העבירות המינהליות (שינוי התוספת הראשונה לחוק) התשס"ט-2008,657
18,2009,06,10,0,0,0,0,0,0,324913,18,תקנות העבירות המנהליות (קנס מינהלי - הגנת הצומח זרעים ופיקוח על יצוא הצמח ומוצריו) (תיקון) התשס"ט-2009,657
18,2009,06,10,0,0,0,4,1,2,324914,20,תקנות העבירות המינהליות (קנס מינהלי - תכנון משק החלב בישראל) התשס"ט-2009 ; צו העבירות המינהליות (שינוי התוספת הראשונה לחוק) התשס"ט-2008 ; חוק העונשין (תיקון מס' 102) התש"ע-2009,657
18,2009,06,08,0,0,0,0,1,1,324892,15,חוק בתי המשפט (תיקון מס' 42 והוראת שעה) (תיקון מס' 2) התשס"ט-2009,657
18,2009,06,09,0,0,0,9,0,3,324895,17,צו בתי המשפט (סוגי החלטות שלא תינתן בהן רשות ערעור) התשס"ט-2008,657
18,2009,06,22,0,0,16,5,0,0,325886,26,תקנות ההוצאה לפועל (תיקון מס' 2) התשס"ט-2009,657
18,2009,06,23,0,7,0,2,0,6,325888,27,הסמכה וצו הענקת סמכויות לעובדי המשרד להגנת הסביבה,657
18,2009,06,24,0,0,0,4,0,7,325890,30,חוק העונשין (תיקון מס' 102) התש"ע-2009,657
18,2009,06,15,0,0,0,1,6,6,325342,21,חוק העונשין (תיקון מס' 105) התש"ע-2010 ; הצעת חוק העונשין (תיקון מס' 97) (גניבת ציוד חקלאי ותוצרת חקלאית) התשס"ח-2007 ; הצעת חוק העונשין (תיקון מס' 104) (איומים ותקיפה) התשס"ט-2008,657
18,2009,06,16,0,1,0,0,0,1,325579,24,סגירת המרכז הארצי לגישור,657
18,2009,06,15,0,0,0,0,0,0,325343,22,חוק לשכת עורכי הדין (תיקון מס' 32) (תיקון) התשס"ט-2009,657
18,2009,06,16,0,0,4,6,2,4,325344,23,מפגש עם שר המשפטים פרופ' יעקב נאמן,657
18,2009,06,17,0,0,1,8,10,13,325347,25,חוק העונשין (תיקון מס' 102) התש"ע-2009,657
18,2009,07,27,0,0,11,3,1,0,328027,50,תקנות אימוץ ילדים (כללים למתן הנחה למבקש באימוץ בין ארצי) התשס"ט -2009,657
18,2009,07,28,0,0,1,3,0,14,328032,52,תקנות מרשם האוכלוסין (סדרי רישום) (תיקון) התשס"ט-2009,657
18,2009,07,27,0,0,0,0,0,0,328028,51,תקנות בתי המשפט (אגרות) (תיקון) התשס"ט-2008 ; תקנות בתי הדין לעבודה (אגרות) (תיקון) התשס"ט-2009,657
18,2009,07,08,0,0,8,0,0,3,326966,41,הצעת חוק ההתייעלות הכלכלית (תיקוני חקיקה ליישום התכנית הכלכלית לשנים 2009 ו-2010) התשס"ט-2009 - פרק ט' סעיף 32 - תיעוד חזותי,657
18,2009,07,13,0,8,0,0,0,2,327290,42,צו המועצות המקומיות (עבירות קנס) (תיקון) התשס"ט-2009 - מועצה אזורית מגידו ; צו עיריות (עבירות קנס) (תיקון מס'   ) התשס"ט-2009-עיריית ירושלים,657
18,2009,07,15,0,0,1,0,0,14,327292,43,חוק חובת המכרזים (תיקון מס' 20 - הוראת שעה) התשע"א-2010,657
18,2009,07,02,0,0,71,3,0,1,326510,32,הצעת חוק ההתייעלות הכלכלית (תיקוני חקיקה ליישום התכנית הכלכלית לשנים 2009 ו-2010) התשס"ט-2009 - פרק ל"ד סעיף 247 - הגברת האכיפה של חוק החברות בעניין אגרות ותשלומים לרשם,657
18,2009,07,07,0,0,10,0,0,0,327212,40,הצעת חוק ההתייעלות הכלכלית (תיקוני חקיקה ליישום התכנית הכלכלית לשנים 2009 ו-2010) התשס"ט-2009 - פרק ד' - עורכי דין זרים,657
18,2009,07,05,0,0,14,0,1,10,326720,35,הצעת חוק ההתייעלות הכלכלית (תיקוני חקיקה ליישום התכנית הכלכלית לשנים 2009 ו-2010) התשס"ט-2009 - פרק ט' סעיף 32 - תיעוד חזותי,657
18,2009,07,05,2,0,37,21,3,8,326721,36,הצעת חוק ההתייעלות הכלכלית (תיקוני חקיקה ליישום התכנית הכלכלית לשנים 2009 ו-2010) התשס"ט-2009 - פרק ד' - עורכי דין זרים,657
18,2009,07,06,8,0,21,19,0,8,326723,37,הצעת חוק ההתייעלות הכלכלית (תיקוני חקיקה ליישום התכנית הכלכלית לשנים 2009 ו-2010) התשס"ט-2009 - פרק ד' - עורכי דין זרים,657
18,2009,07,07,1,0,22,0,4,5,326725,39,הצעת חוק ההתייעלות הכלכלית (תיקוני חקיקה ליישום התכנית הכלכלית לשנים 2009 ו-2010) התשס"ט-2009 - פרק ד' - עורכי דין זרים,657
18,2009,07,02,0,0,13,1,0,0,326512,33,הצעת חוק ההתייעלות הכלכלית (תיקוני חקיקה ליישום התכנית הכלכלית לשנים 2009 ו-2010) התשס"ט-2009 - פרק ל"ד סעיף 256 - דירקטורים מקרב העובדים,657
18,2009,07,05,0,0,15,0,4,0,326718,34,הצעת חוק ההתייעלות הכלכלית (תיקוני חקיקה ליישום התכנית הכלכלית לשנים 2009 ו-2010) התשס"ט-2009 - פרק ל"ד סעיף 251 - קנסות ואגרות,657
18,2009,07,07,0,0,13,0,0,0,326724,38,הצעת חוק ההתייעלות הכלכלית (תיקוני חקיקה ליישום התכנית הכלכלית לשנים 2009 ו-2010) התשס"ט-2009 - פרק ל"ד סעיף 251 - קנסות ואגרות,657
18,2009,07,22,0,0,1,0,4,1,327609,47,תקנות פיצויים לנפגעי תאונות דרכים (מומחים) (תיקון) התשס"ט - 2009 ,657
18,2009,07,22,0,0,0,0,0,0,327610,48,תקנות הדיינים (אגרות)(תיקון) התשס"ט-2008,657
18,2009,07,22,0,0,0,0,0,0,327611,49,צו סדר הדין הפלילי (ברירת משפט - חוקי עזר לקרית עקרון) התשס"ט - 2009 ; צו המועצה המקומית (עבירות קנס) ( תיקון) התשס"ט-2009 - מועצה מקומית מגדל העמק,657
18,2009,07,15,0,0,2,0,0,1,327293,44,חוק בתי המשפט (תיקון מס' 42 והוראת שעה) (תיקון מס' 2) התשס"ט-2009,657
