KnessetNum,Year,Month,Day,Diplomacy_score,Ecologics_score,Economics_score,Education_score,Health_score,Security_score,CommitteeSessionID,Number,Mks,Topics,CommitteeID
16,2004,02,02,0,0,8,13,0,3,66205,158,91,צו הרשויות המקומיות (ייעוד כספי הקצבות למטרות חינוך) (הוספת מטרות לתוספת) התשס"ד-2003,27
16,2004,02,03,1,62,10,0,5,11,66206,159,738;739;26;35;742;729;730,תקשורת ואיכות סביבה,27
16,2004,02,04,1,0,4,37,0,1,66209,163,,חינוך יהודי בקרב יהודי צפון אמריקה,27
16,2004,02,05,1,0,0,7,0,1,66210,165,742,טכס נטיעות בנגב בשיתוף עם קק"ל,27
16,2004,02,04,5,23,2,5,15,5,66213,164,736;64;126,הסחר בחיות בר,27
16,2004,02,03,0,0,14,2,0,1,66216,148,,חוק ראש הרשות המקומית (הצהרת הון) (תיקון) התשס"ד-2004,24
16,2004,02,09,0,0,7,0,0,11,66240,148,112;58;742,חוק המתווכים במקרקעין (תיקון מס' 4) התשס"ד-2004,23
16,2004,02,09,0,0,2,2,0,0,66241,149,737;742,הצעת חוק הוראות ואיסורים בענין הגרלות והימורים התשס"ג-2003,23
16,2004,02,09,1,0,5,3,0,0,66242,150,112;735,שימוש במין כאמצעי שיווקי,23
16,2004,02,10,0,0,3,1,0,13,66246,151,209;58,חוק הגנת הצרכן (תיקון מס' 13) התשס"ד-2004,23
16,2004,02,02,0,0,0,0,0,0,66249,155,35;100;137;206;112;92,חוק הרבנות הראשית לישראל (תיקון) התשס"ד-2004,25
16,2004,02,09,0,0,0,0,0,0,66255,164,112;35;206,חוק לתיקון פקודת התעבורה (מס' 59) התשס"ד-2004,25
16,2004,02,10,0,0,19,0,0,1,66256,165,100;201;112;209;725;697,תקנות הנאמנות (דרכי השקעת כספי הקדש ציבורי) התשס"ג - 2003 ; צווים מיום 29/12/03 בדבר מבנים בלתי מורשים והוראות בדבר רכוש שפונה משטח מתוחם,25
16,2004,02,08,2,2,9,68,37,0,66258,166,,דיון וסיור במכון ויצמן למדע,27
16,2004,02,09,0,0,2,54,0,24,66259,167,35;713;13;753;126,שילוב מערכת המשפט בלימודי האזרחות,27
16,2004,02,10,1,0,0,31,2,2,66262,170,197;13;208;29;126,דו"ח ועדת המעקב לענייני החינוך הערבי-הצעה לדיון מהיר של חברי הכנסת בשארה טיבי ואיציק,27
16,2004,02,10,0,0,1,2,0,83,66264,151,728;121;713;1,הנחיות המשטרה בדבר פינוי מאחזים,24
16,2004,02,09,0,14,0,6,1,22,66265,150,740;749;92;121;732,הצעת חוק שמירת הסביבה החופית התשס"ג-2003,24
16,2004,02,11,0,0,11,0,0,1,66270,166,,תקנות סדר הדין הפלילי (פיצויים בשל מעצר או מאסר) (תיקון) התשס"ד - 2004,25
16,2004,02,02,1,0,0,35,33,1,66272,46,64;35;742;713;717;206;755;216;220;126,עישון נרגילה בקרב בני נוער - ישיבה משותפת עם ועדת העבודה והרווחה ועדת החינוך התרבות והספורט והוועדה לזכויות הילד,33
16,2004,02,16,3,5,12,8,48,18,66326,155,35;740;230;743;26;92,הערכות מדינת ישראל לרעידות אדמה,24
16,2004,02,16,10,26,7,1,1,4,66327,19,729;218;727,זיהום אקוויפר ההר משפכים,79
16,2004,02,17,0,0,0,0,0,0,66334,174,,חוק התרבות והאמנות (תיקון) התשס"ד-2004,27
16,2004,02,25,1,0,2,1,0,0,66428,163,35;739;7;748;749,חוק לתיקון פקודת העיריות (מס' 93) התשס"ד-2004,24
16,2004,02,08,0,22,9,8,2,3,66432,149,,הצעת חוק שמירת הסביבה החופית התשס"ג-2003,24
16,2004,02,29,4,0,0,21,3,11,66435,180,137;112;209;725;734,חוקה בהסכמה רחבה,25
16,2004,03,01,5,0,12,5,0,46,66436,181,1;228;744;137;112;209,דיון בהחלת רציפות על הצעות חוק מהכנסת ה - 15 ; חוק איסור מימון טרור התשס"ה-2005,25
16,2004,03,02,0,0,1,6,0,0,66437,183,100;744;201;206;209;19;725;697;92;733,מועד הבחירות לכנסת ה - 17,25
16,2004,03,01,0,0,0,0,0,1,66438,182,738;100;91;206;726;731;733,חוק נושאי משרה שיפוטית (שיקול דעת של חברי ועדה לבחירת נושאי משרה שיפוטית) (תיקוני חקיקה) התשס"ד-2004,25
16,2004,03,02,0,0,0,3,0,1,66439,184,744;209,חוק סדר הדין הפלילי (תיקון מס' 41) התשס"ד-2004,25
16,2004,03,03,0,0,1,0,0,0,66440,185,100;744;206;697;92,חוק שיפוט בענייני התרת נישואין (מקרים מיוחדים וסמכות בינלאומית) (תיקוני חקיקה) התשס"ה-2005,25
16,2004,03,10,0,0,124,0,1,0,66441,169,737;58;748;726;730,הצעת חוק רשות הדואר (תיקון מס'...)(בנק הדואר) התשס"ד-2004 [חלק מסעיף 63(49) להצעת חוק המדיניות הכלכלית לשנת הכספים 2004 (תיקוני חקיקה) התשס"ד-2003 ],23
16,2004,03,03,0,0,6,1,1,5,66444,165,737;58;100;209,חוק לתיקון פקודת התעבורה (תיקון מס' 60) התשס"ד-2004 ; חוק לתיקון פקודת התעבורה (מס' 61) התשס"ד-2004,23
16,2004,03,02,0,0,3,6,8,3,66445,46,736;751,שירותים בקהילה לילדים בסיכון,35
16,2004,03,02,3,0,0,2,2,8,66453,54,736;206,הצלחת השימוש בכלבים בזיהוי סמים למרות שיטות ההברחה (ההסלקה) המתוחכמות,33
16,2004,03,01,0,23,2,7,27,3,66475,185,35;100;742;230;126,סכנת קווי מתח גבוה בסמוך למוסדות חינוך,27
16,2004,03,01,4,0,0,1,0,1,66476,186,734;126,הענקת פרס וולף לדניאל ברנבוים,27
16,2004,03,01,2,0,3,40,89,2,66477,187,35;742;204;13;723;756;697;218;220;126,האיום על חיסול השירות המונע לבריאות התלמיד במוסדות החינוך ופיטורי מאות אחיות בריאות הציבור-ישיבה משותפת עם ועדת העבודה,27
16,2004,03,02,4,3,1,5,6,5,66478,188,64;197;713;126;91;222,תקנות צער בע"ח (הגנה על בע"ח) (הלעטת אווזים) (תיקון מס' 2) התשס"ד 2004,27
16,2004,03,02,0,0,35,114,0,0,66481,191,35;222,אפליית מורי החינוך העצמאי בתנאי הפרישה בסוף שנה"ל תשס"ג,27
16,2004,03,03,0,0,0,7,9,5,66482,193,230;742,ספורט עממי,27
16,2004,03,09,2,0,6,6,0,9,66490,169,740;749,הצ"ח המדיניות הכלכלית לשנת הכספים 2004 (תיקוני חקיקה) התשס"ד-2003 - פרק ג' - תכנון ובניה - סעיף 15(3) - אגרת ערר לפני ועדת ערר,24
16,2004,03,16,1,0,11,1,0,7,66491,174,64;745;206;751;112;209;754;58,הצעת חוק לתיקון פקודת הטלגרף האלחוטי (איסור פרסום באמצעי תקשורת בלתי חוקיים ואיסור השמעה במוסדות ציבוריים) התשס"ג-2003 ; הצעת חוק הרשות השניה לטלויזיה ורדיו (תיקון מס' 20) (שידורי רדיו ארציים ייעודיים) התשס"ד-2004 ; חוק איסור שידורים שלא כדין (תיקוני חקיקה) התשס"ד-2004,23
16,2004,03,09,0,33,1,0,3,4,66495,22,,זיהום מי התהום על-ידי חזיריות בגליל,79
16,2004,03,09,1,10,1,0,3,1,66496,170,744;749;92;757;732,תוכניות ההתישבות בנגב ובגליל,24
16,2004,03,09,0,1,1,1,2,76,66497,187,100;744;137;201;747;112;725;697;92;29,הגבלות על מרדכי וענונו לאחר שחרורו מהכלא,25
16,2004,03,10,0,0,12,0,1,0,66498,188,210,חוק לתיקון פקודת המסים (גבייה) (מס' 5) התשס"ד-2004,25
16,2004,03,15,0,0,7,7,2,16,66500,174,121;739;100;35;230;7;744;745;218;747;748;13;92;725;728;729;26;91;732,חוק לתיקון פקודת בתי הסוהר (מס' 28) התשס"ד-2004,24
16,2004,03,09,1,3,8,0,0,2,66504,166,743;203;717;58;61,הצעת חוק הגנת הצרכן (תיקון מס' 15) (עסקה לתקופה קצובה) התשס"ה-2004 ; הצעת חוק הגנת הצרכן (תיקון - פקיעת התקשרות שנעשתה בעקבות מכירה מיוחדת) התשס"ג-2003,23
16,2004,03,09,0,0,6,75,1,0,66508,48,29,טיפול בנוער מנותק במגזר הערבי,35
16,2004,03,10,0,0,0,1,10,1,66514,171,,תקנות רישוי עסקים (בריכות שחיה) תשס"ד-2004,24
16,2004,03,09,31,2,0,69,0,3,66524,194,91;220;742,הקשר עם היהודים בצפון אמריקה וחיזוק החינוך היהודי ציוני שם,27
16,2004,03,11,0,0,6,311,11,3,66527,197,713;13;197;126,סיור במגזר הבדואי בנגב,27
16,2004,03,17,1,0,16,1,1,4,66532,176,203;748;112;209;58,חוק רשות התעופה האזרחית התשס"ה-2005,23
16,2004,03,16,1,0,0,0,0,9,66537,191,100;744;137;201;747;206;112;725;92,ישיבה לרגל חילופי יועץ משפטי לממשלה בהשתתפות אליקים רובינשטיין ומני מזוז,25
16,2004,03,17,0,0,0,5,1,4,66538,193,137;206;112;753;19,חוק העונשין (תיקון מס' 79) התשס"ד-2004,25
16,2004,03,17,2,0,15,0,0,0,66539,194,206,הצעת חוק האפוטרופוס הכללי (תיקון מס' 3) (חקירה לשם איתור נכסים עזובים ובעליהם) התשס"ד-2003,25
